NamaProduk,NamaWilayah,Tanggal,Jumlah,TotalPenjualan,Negara
Grill,Kuching,9/23/2023,5,341520,Malaysia
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Electric Kettle,North-East Region,7/4/2023,9,848844,Singapura
Vacuum Cleaner,North Region,4/20/2024,6,358548,Singapura
Vacuum Cleaner,North Region,4/20/2024,6,358548,Singapura
Vacuum Cleaner,North Region,4/20/2024,6,358548,Singapura
Vacuum Cleaner,North Region,4/20/2024,6,358548,Singapura
Vacuum Cleaner,North Region,4/20/2024,6,358548,Singapura
Rice Cooker,East Region,2/5/2023,5,26030,Singapura
Rice Cooker,East Region,2/5/2023,5,26030,Singapura
Rice Cooker,East Region,2/5/2023,5,26030,Singapura
Rice Cooker,East Region,2/5/2023,5,26030,Singapura
Rice Cooker,East Region,2/5/2023,5,26030,Singapura
Table,East Region,3/29/2023,6,284850,Singapura
Table,East Region,3/29/2023,6,284850,Singapura
Table,East Region,3/29/2023,6,284850,Singapura
Table,East Region,3/29/2023,6,284850,Singapura
Table,East Region,3/29/2023,6,284850,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Rice Cooker,West Region,11/13/2023,5,102705,Singapura
Table,Alor Setar,10/18/2023,11,570196,Malaysia
Table,Alor Setar,10/18/2023,11,570196,Malaysia
Table,Alor Setar,10/18/2023,11,570196,Malaysia
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Washing Machine,North-East Region,3/26/2024,11,1029754,Singapura
Iron,North Region,4/30/2024,15,913920,Singapura
Iron,North Region,4/30/2024,15,913920,Singapura
Iron,North Region,4/30/2024,15,913920,Singapura
Iron,North Region,4/30/2024,15,913920,Singapura
Iron,North Region,4/30/2024,15,913920,Singapura
Table,Bandung,9/29/2023,13,200122,Indonesia
Table,Bandung,9/29/2023,13,200122,Indonesia
Dishwasher,Bandung,12/7/2023,6,493548,Indonesia
Dishwasher,Bandung,12/7/2023,6,493548,Indonesia
Dishwasher,George Town,4/18/2024,10,804760,Malaysia
Dishwasher,George Town,4/18/2024,10,804760,Malaysia
Dishwasher,George Town,4/18/2024,10,804760,Malaysia
Dishwasher,George Town,4/18/2024,10,804760,Malaysia
Grill,Ipoh,1/18/2023,19,1231827,Malaysia
Grill,Ipoh,1/18/2023,19,1231827,Malaysia
Grill,Ipoh,1/18/2023,19,1231827,Malaysia
Grill,Ipoh,1/18/2023,19,1231827,Malaysia
Grill,Ipoh,1/18/2023,19,1231827,Malaysia
Vacuum Cleaner,East Region,4/1/2023,11,989725,Singapura
Vacuum Cleaner,East Region,4/1/2023,11,989725,Singapura
Vacuum Cleaner,East Region,4/1/2023,11,989725,Singapura
Vacuum Cleaner,East Region,4/1/2023,11,989725,Singapura
Vacuum Cleaner,East Region,4/1/2023,11,989725,Singapura
Mixer,Kuala Lumpur,2/2/2024,10,658310,Malaysia
Mixer,Kuala Lumpur,2/2/2024,10,658310,Malaysia
Mixer,Kuala Lumpur,2/2/2024,10,658310,Malaysia
Mixer,Kuala Lumpur,2/2/2024,10,658310,Malaysia
Grill,West Region,2/27/2023,13,549029,Singapura
Grill,West Region,2/27/2023,13,549029,Singapura
Grill,West Region,2/27/2023,13,549029,Singapura
Grill,West Region,2/27/2023,13,549029,Singapura
Grill,West Region,2/27/2023,13,549029,Singapura
Grill,West Region,2/27/2023,13,549029,Singapura
Grill,West Region,2/27/2023,13,549029,Singapura
Grill,West Region,2/27/2023,13,549029,Singapura
Air Purifier,Semarang,9/30/2024,5,379010,Indonesia
Air Purifier,Semarang,9/30/2024,5,379010,Indonesia
Air Purifier,Semarang,9/30/2024,5,379010,Indonesia
Air Purifier,Semarang,9/30/2024,5,379010,Indonesia
Air Purifier,Semarang,9/30/2024,5,379010,Indonesia
Toaster,Ipoh,6/28/2024,15,907560,Malaysia
Toaster,Ipoh,6/28/2024,15,907560,Malaysia
Toaster,Ipoh,6/28/2024,15,907560,Malaysia
Toaster,Ipoh,6/28/2024,15,907560,Malaysia
Toaster,Ipoh,6/28/2024,15,907560,Malaysia
Grill,Central Region,6/21/2024,5,134745,Singapura
Grill,Central Region,6/21/2024,5,134745,Singapura
Grill,Central Region,6/21/2024,5,134745,Singapura
Grill,Central Region,6/21/2024,5,134745,Singapura
Grill,Central Region,6/21/2024,5,134745,Singapura
Grill,Central Region,6/21/2024,5,134745,Singapura
Hair Dryer,Balikpapan,4/29/2024,2,42292,Indonesia
Hair Dryer,Balikpapan,4/29/2024,2,42292,Indonesia
Hair Dryer,Balikpapan,4/29/2024,2,42292,Indonesia
Hair Dryer,Balikpapan,4/29/2024,2,42292,Indonesia
Hair Dryer,George Town,8/9/2024,9,118908,Malaysia
Hair Dryer,George Town,8/9/2024,9,118908,Malaysia
Hair Dryer,George Town,8/9/2024,9,118908,Malaysia
Hair Dryer,George Town,8/9/2024,9,118908,Malaysia
Hair Dryer,Kuantan,4/19/2023,17,1004632,Malaysia
Hair Dryer,Kuantan,4/19/2023,17,1004632,Malaysia
Hair Dryer,Kuantan,4/19/2023,17,1004632,Malaysia
Blender,North Region,4/9/2023,9,677142,Singapura
Blender,North Region,4/9/2023,9,677142,Singapura
Blender,North Region,4/9/2023,9,677142,Singapura
Blender,North Region,4/9/2023,9,677142,Singapura
Blender,North Region,4/9/2023,9,677142,Singapura
Rice Cooker,Kuantan,6/22/2024,20,1180940,Malaysia
Rice Cooker,Kuantan,6/22/2024,20,1180940,Malaysia
Rice Cooker,Kuantan,6/22/2024,20,1180940,Malaysia
Electric Kettle,Yogyakarta,8/31/2024,18,1433304,Indonesia
Electric Kettle,Yogyakarta,8/31/2024,18,1433304,Indonesia
Electric Kettle,Yogyakarta,8/31/2024,18,1433304,Indonesia
Electric Kettle,Yogyakarta,8/31/2024,18,1433304,Indonesia
Sofa,Balikpapan,5/12/2023,11,655545,Indonesia
Sofa,Balikpapan,5/12/2023,11,655545,Indonesia
Sofa,Balikpapan,5/12/2023,11,655545,Indonesia
Sofa,Balikpapan,5/12/2023,11,655545,Indonesia
Chair,Bandung,1/10/2023,16,871520,Indonesia
Chair,Bandung,1/10/2023,16,871520,Indonesia
Rice Cooker,Semarang,1/30/2023,20,1321200,Indonesia
Rice Cooker,Semarang,1/30/2023,20,1321200,Indonesia
Rice Cooker,Semarang,1/30/2023,20,1321200,Indonesia
Rice Cooker,Semarang,1/30/2023,20,1321200,Indonesia
Rice Cooker,Semarang,1/30/2023,20,1321200,Indonesia
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Coffee Maker,West Region,8/21/2023,3,130809,Singapura
Microwave Oven,Kuantan,2/26/2023,5,461010,Malaysia
Microwave Oven,Kuantan,2/26/2023,5,461010,Malaysia
Microwave Oven,Kuantan,2/26/2023,5,461010,Malaysia
Heater,Kuching,2/7/2023,18,1703952,Malaysia
Heater,Kuching,2/7/2023,18,1703952,Malaysia
Heater,Kuching,2/7/2023,18,1703952,Malaysia
Heater,Kuching,2/7/2023,18,1703952,Malaysia
Grill,Medan,11/9/2023,13,242216,Indonesia
Grill,Medan,11/9/2023,13,242216,Indonesia
Grill,Medan,11/9/2023,13,242216,Indonesia
Grill,Medan,11/9/2023,13,242216,Indonesia
Grill,Medan,11/9/2023,13,242216,Indonesia
Table,Jakarta,11/11/2023,16,645088,Indonesia
Table,Jakarta,11/11/2023,16,645088,Indonesia
Table,Jakarta,11/11/2023,16,645088,Indonesia
Table,Jakarta,11/11/2023,16,645088,Indonesia
Table,Jakarta,11/11/2023,16,645088,Indonesia
Toaster,Bandung,7/11/2024,15,685545,Indonesia
Toaster,Bandung,7/11/2024,15,685545,Indonesia
Iron,Yogyakarta,10/3/2023,14,818006,Indonesia
Iron,Yogyakarta,10/3/2023,14,818006,Indonesia
Iron,Yogyakarta,10/3/2023,14,818006,Indonesia
Iron,Yogyakarta,10/3/2023,14,818006,Indonesia
Fan,North Region,4/27/2024,1,10404,Singapura
Fan,North Region,4/27/2024,1,10404,Singapura
Fan,North Region,4/27/2024,1,10404,Singapura
Fan,North Region,4/27/2024,1,10404,Singapura
Fan,North Region,4/27/2024,1,10404,Singapura
Sofa,Palembang,6/7/2024,6,107976,Indonesia
Heater,Jakarta,4/2/2023,12,772788,Indonesia
Heater,Jakarta,4/2/2023,12,772788,Indonesia
Heater,Jakarta,4/2/2023,12,772788,Indonesia
Heater,Jakarta,4/2/2023,12,772788,Indonesia
Heater,Jakarta,4/2/2023,12,772788,Indonesia
Washing Machine,Kuching,4/21/2023,13,191373,Malaysia
Washing Machine,Kuching,4/21/2023,13,191373,Malaysia
Washing Machine,Kuching,4/21/2023,13,191373,Malaysia
Washing Machine,Kuching,4/21/2023,13,191373,Malaysia
Fan,Semarang,4/17/2023,3,248811,Indonesia
Fan,Semarang,4/17/2023,3,248811,Indonesia
Fan,Semarang,4/17/2023,3,248811,Indonesia
Fan,Semarang,4/17/2023,3,248811,Indonesia
Fan,Semarang,4/17/2023,3,248811,Indonesia
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Water Dispenser,North-East Region,8/3/2024,16,459264,Singapura
Lamp,Makassar,2/18/2024,18,459756,Indonesia
Lamp,Makassar,2/18/2024,18,459756,Indonesia
Carpet,Yogyakarta,11/9/2023,1,98941,Indonesia
Carpet,Yogyakarta,11/9/2023,1,98941,Indonesia
Carpet,Yogyakarta,11/9/2023,1,98941,Indonesia
Carpet,Yogyakarta,11/9/2023,1,98941,Indonesia
Lamp,West Region,12/5/2023,10,236320,Singapura
Lamp,West Region,12/5/2023,10,236320,Singapura
Lamp,West Region,12/5/2023,10,236320,Singapura
Lamp,West Region,12/5/2023,10,236320,Singapura
Lamp,West Region,12/5/2023,10,236320,Singapura
Lamp,West Region,12/5/2023,10,236320,Singapura
Lamp,West Region,12/5/2023,10,236320,Singapura
Lamp,West Region,12/5/2023,10,236320,Singapura
Carpet,North Region,6/30/2024,11,880638,Singapura
Carpet,North Region,6/30/2024,11,880638,Singapura
Carpet,North Region,6/30/2024,11,880638,Singapura
Carpet,North Region,6/30/2024,11,880638,Singapura
Carpet,North Region,6/30/2024,11,880638,Singapura
Carpet,Makassar,4/24/2023,4,269144,Indonesia
Carpet,Makassar,4/24/2023,4,269144,Indonesia
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Hair Dryer,North-East Region,5/8/2024,4,101680,Singapura
Sofa,Central Region,8/26/2023,19,273163,Singapura
Sofa,Central Region,8/26/2023,19,273163,Singapura
Sofa,Central Region,8/26/2023,19,273163,Singapura
Sofa,Central Region,8/26/2023,19,273163,Singapura
Sofa,Central Region,8/26/2023,19,273163,Singapura
Sofa,Central Region,8/26/2023,19,273163,Singapura
Blender,East Region,4/23/2023,15,1035480,Singapura
Blender,East Region,4/23/2023,15,1035480,Singapura
Blender,East Region,4/23/2023,15,1035480,Singapura
Blender,East Region,4/23/2023,15,1035480,Singapura
Blender,East Region,4/23/2023,15,1035480,Singapura
Curtains,Central Region,5/24/2023,12,1130892,Singapura
Curtains,Central Region,5/24/2023,12,1130892,Singapura
Curtains,Central Region,5/24/2023,12,1130892,Singapura
Curtains,Central Region,5/24/2023,12,1130892,Singapura
Curtains,Central Region,5/24/2023,12,1130892,Singapura
Curtains,Central Region,5/24/2023,12,1130892,Singapura
Carpet,George Town,5/28/2024,3,18792,Malaysia
Carpet,George Town,5/28/2024,3,18792,Malaysia
Carpet,George Town,5/28/2024,3,18792,Malaysia
Carpet,George Town,5/28/2024,3,18792,Malaysia
Grill,Kuching,6/22/2023,10,683040,Malaysia
Grill,Kuching,6/22/2023,10,683040,Malaysia
Grill,Kuching,6/22/2023,10,683040,Malaysia
Grill,Kuching,6/22/2023,10,683040,Malaysia
Refrigerator,East Region,5/29/2023,3,188181,Singapura
Refrigerator,East Region,5/29/2023,3,188181,Singapura
Refrigerator,East Region,5/29/2023,3,188181,Singapura
Refrigerator,East Region,5/29/2023,3,188181,Singapura
Refrigerator,East Region,5/29/2023,3,188181,Singapura
Table,Medan,8/22/2024,3,15843,Indonesia
Table,Medan,8/22/2024,3,15843,Indonesia
Table,Medan,8/22/2024,3,15843,Indonesia
Table,Medan,8/22/2024,3,15843,Indonesia
Table,Medan,8/22/2024,3,15843,Indonesia
Sofa,Yogyakarta,1/24/2023,17,509286,Indonesia
Sofa,Yogyakarta,1/24/2023,17,509286,Indonesia
Sofa,Yogyakarta,1/24/2023,17,509286,Indonesia
Sofa,Yogyakarta,1/24/2023,17,509286,Indonesia
Grill,Shah Alam,11/1/2023,19,1509607,Malaysia
Grill,Shah Alam,11/1/2023,19,1509607,Malaysia
Stove,East Region,11/29/2023,5,148035,Singapura
Stove,East Region,11/29/2023,5,148035,Singapura
Stove,East Region,11/29/2023,5,148035,Singapura
Stove,East Region,11/29/2023,5,148035,Singapura
Stove,East Region,11/29/2023,5,148035,Singapura
Sofa,Central Region,12/10/2023,2,63570,Singapura
Sofa,Central Region,12/10/2023,2,63570,Singapura
Sofa,Central Region,12/10/2023,2,63570,Singapura
Sofa,Central Region,12/10/2023,2,63570,Singapura
Sofa,Central Region,12/10/2023,2,63570,Singapura
Sofa,Central Region,12/10/2023,2,63570,Singapura
Washing Machine,Medan,8/30/2024,17,1180310,Indonesia
Washing Machine,Medan,8/30/2024,17,1180310,Indonesia
Washing Machine,Medan,8/30/2024,17,1180310,Indonesia
Washing Machine,Medan,8/30/2024,17,1180310,Indonesia
Washing Machine,Medan,8/30/2024,17,1180310,Indonesia
Mixer,Bandung,1/7/2024,9,130068,Indonesia
Mixer,Bandung,1/7/2024,9,130068,Indonesia
Iron,Balikpapan,4/3/2023,20,389820,Indonesia
Iron,Balikpapan,4/3/2023,20,389820,Indonesia
Iron,Balikpapan,4/3/2023,20,389820,Indonesia
Iron,Balikpapan,4/3/2023,20,389820,Indonesia
Vacuum Cleaner,Semarang,5/11/2023,16,723168,Indonesia
Vacuum Cleaner,Semarang,5/11/2023,16,723168,Indonesia
Vacuum Cleaner,Semarang,5/11/2023,16,723168,Indonesia
Vacuum Cleaner,Semarang,5/11/2023,16,723168,Indonesia
Vacuum Cleaner,Semarang,5/11/2023,16,723168,Indonesia
Microwave Oven,Denpasar,10/4/2023,13,1043380,Indonesia
Microwave Oven,Denpasar,10/4/2023,13,1043380,Indonesia
Microwave Oven,Denpasar,10/4/2023,13,1043380,Indonesia
Microwave Oven,Denpasar,10/4/2023,13,1043380,Indonesia
Microwave Oven,Denpasar,10/4/2023,13,1043380,Indonesia
Microwave Oven,Denpasar,10/4/2023,13,1043380,Indonesia
Grill,Jakarta,9/8/2023,1,42798,Indonesia
Grill,Jakarta,9/8/2023,1,42798,Indonesia
Grill,Jakarta,9/8/2023,1,42798,Indonesia
Grill,Jakarta,9/8/2023,1,42798,Indonesia
Grill,Jakarta,9/8/2023,1,42798,Indonesia
Chair,George Town,7/24/2024,5,116235,Malaysia
Chair,George Town,7/24/2024,5,116235,Malaysia
Chair,George Town,7/24/2024,5,116235,Malaysia
Chair,George Town,7/24/2024,5,116235,Malaysia
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,North-East Region,2/10/2024,5,61560,Singapura
Air Purifier,Kuching,6/1/2023,16,1561936,Malaysia
Air Purifier,Kuching,6/1/2023,16,1561936,Malaysia
Air Purifier,Kuching,6/1/2023,16,1561936,Malaysia
Air Purifier,Kuching,6/1/2023,16,1561936,Malaysia
Blender,Central Region,7/15/2023,11,538197,Singapura
Blender,Central Region,7/15/2023,11,538197,Singapura
Blender,Central Region,7/15/2023,11,538197,Singapura
Blender,Central Region,7/15/2023,11,538197,Singapura
Blender,Central Region,7/15/2023,11,538197,Singapura
Blender,Central Region,7/15/2023,11,538197,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Water Dispenser,North-East Region,7/25/2024,13,614601,Singapura
Iron,Makassar,3/22/2024,16,1105920,Indonesia
Iron,Makassar,3/22/2024,16,1105920,Indonesia
Electric Kettle,Medan,4/1/2023,3,263565,Indonesia
Electric Kettle,Medan,4/1/2023,3,263565,Indonesia
Electric Kettle,Medan,4/1/2023,3,263565,Indonesia
Electric Kettle,Medan,4/1/2023,3,263565,Indonesia
Electric Kettle,Medan,4/1/2023,3,263565,Indonesia
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Iron,North-East Region,2/29/2024,5,292145,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Blender,West Region,9/30/2024,16,1188672,Singapura
Stove,Jakarta,4/21/2023,7,619598,Indonesia
Stove,Jakarta,4/21/2023,7,619598,Indonesia
Stove,Jakarta,4/21/2023,7,619598,Indonesia
Stove,Jakarta,4/21/2023,7,619598,Indonesia
Stove,Jakarta,4/21/2023,7,619598,Indonesia
Curtains,Kuching,3/8/2023,10,326560,Malaysia
Curtains,Kuching,3/8/2023,10,326560,Malaysia
Curtains,Kuching,3/8/2023,10,326560,Malaysia
Curtains,Kuching,3/8/2023,10,326560,Malaysia
Table,Yogyakarta,6/18/2023,2,30788,Indonesia
Table,Yogyakarta,6/18/2023,2,30788,Indonesia
Table,Yogyakarta,6/18/2023,2,30788,Indonesia
Table,Yogyakarta,6/18/2023,2,30788,Indonesia
Chair,East Region,6/11/2024,9,329418,Singapura
Chair,East Region,6/11/2024,9,329418,Singapura
Chair,East Region,6/11/2024,9,329418,Singapura
Chair,East Region,6/11/2024,9,329418,Singapura
Chair,East Region,6/11/2024,9,329418,Singapura
Water Dispenser,Balikpapan,7/19/2023,10,801560,Indonesia
Water Dispenser,Balikpapan,7/19/2023,10,801560,Indonesia
Water Dispenser,Balikpapan,7/19/2023,10,801560,Indonesia
Water Dispenser,Balikpapan,7/19/2023,10,801560,Indonesia
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Washing Machine,North-East Region,11/16/2023,2,38840,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Toaster,West Region,3/26/2023,11,973764,Singapura
Curtains,Denpasar,1/15/2024,5,60935,Indonesia
Curtains,Denpasar,1/15/2024,5,60935,Indonesia
Curtains,Denpasar,1/15/2024,5,60935,Indonesia
Curtains,Denpasar,1/15/2024,5,60935,Indonesia
Curtains,Denpasar,1/15/2024,5,60935,Indonesia
Curtains,Denpasar,1/15/2024,5,60935,Indonesia
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Water Dispenser,West Region,12/24/2023,6,355140,Singapura
Stove,George Town,2/4/2023,20,1767320,Malaysia
Stove,George Town,2/4/2023,20,1767320,Malaysia
Stove,George Town,2/4/2023,20,1767320,Malaysia
Stove,George Town,2/4/2023,20,1767320,Malaysia
Blender,West Region,9/26/2024,13,381407,Singapura
Blender,West Region,9/26/2024,13,381407,Singapura
Blender,West Region,9/26/2024,13,381407,Singapura
Blender,West Region,9/26/2024,13,381407,Singapura
Blender,West Region,9/26/2024,13,381407,Singapura
Blender,West Region,9/26/2024,13,381407,Singapura
Blender,West Region,9/26/2024,13,381407,Singapura
Blender,West Region,9/26/2024,13,381407,Singapura
Fan,Denpasar,6/11/2023,16,799392,Indonesia
Fan,Denpasar,6/11/2023,16,799392,Indonesia
Fan,Denpasar,6/11/2023,16,799392,Indonesia
Fan,Denpasar,6/11/2023,16,799392,Indonesia
Fan,Denpasar,6/11/2023,16,799392,Indonesia
Fan,Denpasar,6/11/2023,16,799392,Indonesia
Table,Johor Bahru,3/19/2023,4,378068,Malaysia
Table,Johor Bahru,3/19/2023,4,378068,Malaysia
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Hair Dryer,West Region,3/22/2024,16,378592,Singapura
Iron,Semarang,10/14/2023,20,471860,Indonesia
Iron,Semarang,10/14/2023,20,471860,Indonesia
Iron,Semarang,10/14/2023,20,471860,Indonesia
Iron,Semarang,10/14/2023,20,471860,Indonesia
Iron,Semarang,10/14/2023,20,471860,Indonesia
Lamp,Semarang,8/27/2024,5,118160,Indonesia
Lamp,Semarang,8/27/2024,5,118160,Indonesia
Lamp,Semarang,8/27/2024,5,118160,Indonesia
Lamp,Semarang,8/27/2024,5,118160,Indonesia
Lamp,Semarang,8/27/2024,5,118160,Indonesia
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Refrigerator,West Region,6/19/2024,10,685950,Singapura
Carpet,Central Region,9/2/2023,17,1342813,Singapura
Carpet,Central Region,9/2/2023,17,1342813,Singapura
Carpet,Central Region,9/2/2023,17,1342813,Singapura
Carpet,Central Region,9/2/2023,17,1342813,Singapura
Carpet,Central Region,9/2/2023,17,1342813,Singapura
Carpet,Central Region,9/2/2023,17,1342813,Singapura
Air Purifier,Medan,9/27/2024,12,937812,Indonesia
Air Purifier,Medan,9/27/2024,12,937812,Indonesia
Air Purifier,Medan,9/27/2024,12,937812,Indonesia
Air Purifier,Medan,9/27/2024,12,937812,Indonesia
Air Purifier,Medan,9/27/2024,12,937812,Indonesia
Coffee Maker,Semarang,12/21/2023,18,833544,Indonesia
Coffee Maker,Semarang,12/21/2023,18,833544,Indonesia
Coffee Maker,Semarang,12/21/2023,18,833544,Indonesia
Coffee Maker,Semarang,12/21/2023,18,833544,Indonesia
Coffee Maker,Semarang,12/21/2023,18,833544,Indonesia
Stove,West Region,5/26/2024,20,1770280,Singapura
Stove,West Region,5/26/2024,20,1770280,Singapura
Stove,West Region,5/26/2024,20,1770280,Singapura
Stove,West Region,5/26/2024,20,1770280,Singapura
Stove,West Region,5/26/2024,20,1770280,Singapura
Stove,West Region,5/26/2024,20,1770280,Singapura
Stove,West Region,5/26/2024,20,1770280,Singapura
Stove,West Region,5/26/2024,20,1770280,Singapura
Lamp,Kuala Lumpur,6/21/2024,6,372636,Malaysia
